Partner	Province	District	Health Facility	DATIM_code	SISMA_code	Type	Period	attribute	value	indicator
ARIEL	Cabo Delgado	Ancuabe	Metoro CS III	CoySgwRgeRE	1020209	ER_P2	2021-03-20	TX_CURTot	2233	TX_CURR
ARIEL	Cabo Delgado	Ancuabe	Metoro CS III	CoySgwRgeRE	1020209	ER_P2	2021-03-20	TPT_candidates	1243	TPT Candidates
ARIEL	Cabo Delgado	Ancuabe	Metoro CS III	CoySgwRgeRE	1020209	ER_P2	2021-03-20	TPT_ineligible	58	TPT Ineligible
ARIEL	Cabo Delgado	Ancuabe	Meza CS III	zlG1VmpE6QQ	1020210	ER_P2	2021-03-20	TX_CURR_TPT_Com	171	TPT Completed
ARIEL	Cabo Delgado	Ancuabe	Meza CS III	zlG1VmpE6QQ	1020210	ER_P2	2021-03-20	TX_CURR_TB_tto	20	Recent Active TB TX
ARIEL	Cabo Delgado	Ancuabe	Meza CS III	zlG1VmpE6QQ	1020210	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	5	Recent Pos TB Screen
ARIEL	Cabo Delgado	Ancuabe	Meza CS III	zlG1VmpE6QQ	1020210	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	125	Actively on TPT
ARIEL	Cabo Delgado	Ancuabe	Meza CS III	zlG1VmpE6QQ	1020210	ER_P2	2021-03-20	TX_CURTot	1009	TX_CURR
ARIEL	Cabo Delgado	Ancuabe	Meza CS III	zlG1VmpE6QQ	1020210	ER_P2	2021-03-20	TPT_candidates	688	TPT Candidates
ARIEL	Cabo Delgado	Ancuabe	Meza CS III	zlG1VmpE6QQ	1020210	ER_P2	2021-03-20	TPT_ineligible	25	TPT Ineligible
ARIEL	Cabo Delgado	Ancuabe	Ntutupue CS	j2k93SJevE1	1020208	ER_P2	2021-03-20	TX_CURR_TPT_Com	117	TPT Completed
ARIEL	Cabo Delgado	Ancuabe	Ntutupue CS	j2k93SJevE1	1020208	ER_P2	2021-03-20	TX_CURR_TB_tto	8	Recent Active TB TX
ARIEL	Cabo Delgado	Ancuabe	Ntutupue CS	j2k93SJevE1	1020208	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen
ARIEL	Cabo Delgado	Ancuabe	Ntutupue CS	j2k93SJevE1	1020208	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	132	Actively on TPT
ARIEL	Cabo Delgado	Ancuabe	Ntutupue CS	j2k93SJevE1	1020208	ER_P2	2021-03-20	TX_CURTot	865	TX_CURR
ARIEL	Cabo Delgado	Ancuabe	Ntutupue CS	j2k93SJevE1	1020208	ER_P2	2021-03-20	TPT_candidates	608	TPT Candidates
ARIEL	Cabo Delgado	Ancuabe	Ntutupue CS	j2k93SJevE1	1020208	ER_P2	2021-03-20	TPT_ineligible	8	TPT Ineligible
ARIEL	Cabo Delgado	Balama	Balama CS II	mDNJnXJ3Bap	1020306	ER_P2	2021-03-20	TX_CURR_TPT_Com	460	TPT Completed
ARIEL	Cabo Delgado	Balama	Balama CS II	mDNJnXJ3Bap	1020306	ER_P2	2021-03-20	TX_CURR_TB_tto	28	Recent Active TB TX
ARIEL	Cabo Delgado	Balama	Balama CS II	mDNJnXJ3Bap	1020306	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	4	Recent Pos TB Screen
ARIEL	Cabo Delgado	Balama	Balama CS II	mDNJnXJ3Bap	1020306	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	171	Actively on TPT
ARIEL	Cabo Delgado	Balama	Balama CS II	mDNJnXJ3Bap	1020306	ER_P2	2021-03-20	TX_CURTot	1268	TX_CURR
ARIEL	Cabo Delgado	Balama	Balama CS II	mDNJnXJ3Bap	1020306	ER_P2	2021-03-20	TPT_candidates	605	TPT Candidates
ARIEL	Cabo Delgado	Balama	Balama CS II	mDNJnXJ3Bap	1020306	ER_P2	2021-03-20	TPT_ineligible	32	TPT Ineligible
ARIEL	Cabo Delgado	Chiure	Chiúre CS I	m8FGZ1tP0UE	1020406	ER_P2	2021-03-20	TX_CURR_TPT_Com	2183	TPT Completed
ARIEL	Cabo Delgado	Chiure	Chiúre CS I	m8FGZ1tP0UE	1020406	ER_P2	2021-03-20	TX_CURR_TB_tto	117	Recent Active TB TX
ARIEL	Cabo Delgado	Chiure	Chiúre CS I	m8FGZ1tP0UE	1020406	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	23	Recent Pos TB Screen
ARIEL	Cabo Delgado	Chiure	Chiúre CS I	m8FGZ1tP0UE	1020406	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	1492	Actively on TPT
ARIEL	Cabo Delgado	Chiure	Chiúre CS I	m8FGZ1tP0UE	1020406	ER_P2	2021-03-20	TX_CURTot	7246	TX_CURR
ARIEL	Cabo Delgado	Chiure	Chiúre CS I	m8FGZ1tP0UE	1020406	ER_P2	2021-03-20	TPT_candidates	3431	TPT Candidates
ARIEL	Cabo Delgado	Chiure	Chiúre CS I	m8FGZ1tP0UE	1020406	ER_P2	2021-03-20	TPT_ineligible	140	TPT Ineligible
ARIEL	Cabo Delgado	Chiure	Chiúre-Velho CS II	tMpwPcDzIfU	1020407	ER_P3	2021-03-20	TX_CURR_TPT_Com	161	TPT Completed
ARIEL	Cabo Delgado	Chiure	Chiúre-Velho CS II	tMpwPcDzIfU	1020407	ER_P3	2021-03-20	TX_CURR_TB_tto	13	Recent Active TB TX
ARIEL	Cabo Delgado	Chiure	Chiúre-Velho CS II	tMpwPcDzIfU	1020407	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen
ARIEL	Cabo Delgado	Chiure	Chiúre-Velho CS II	tMpwPcDzIfU	1020407	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	68	Actively on TPT
ARIEL	Cabo Delgado	Chiure	Chiúre-Velho CS II	tMpwPcDzIfU	1020407	ER_P3	2021-03-20	TX_CURTot	621	TX_CURR
ARIEL	Cabo Delgado	Chiure	Chiúre-Velho CS II	tMpwPcDzIfU	1020407	ER_P3	2021-03-20	TPT_candidates	378	TPT Candidates
ARIEL	Cabo Delgado	Chiure	Chiúre-Velho CS II	tMpwPcDzIfU	1020407	ER_P3	2021-03-20	TPT_ineligible	14	TPT Ineligible
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TX_CURR_TPT_Com	331	TPT Completed
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TX_CURR_TB_tto	9	Recent Active TB TX
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	120	Actively on TPT
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TX_CURTot	801	TX_CURR
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TPT_candidates	341	TPT Candidates
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TPT_ineligible	9	TPT Ineligible
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TX_CURR_TPT_Com	111	TPT Completed
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TX_CURR_TB_tto	7	Recent Active TB TX
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	99	Actively on TPT
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TX_CURTot	374	TX_CURR
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TPT_candidates	157	TPT Candidates
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TPT_ineligible	7	TPT Ineligible
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TX_CURR_TPT_Com	323	TPT Completed
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TX_CURR_TB_tto	75	Recent Active TB TX
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	8	Recent Pos TB Screen
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	278	Actively on TPT
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TX_CURTot	1786	TX_CURR
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TPT_candidates	1102	TPT Candidates
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TPT_ineligible	83	TPT Ineligible
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TX_CURR_TPT_Com	547	TPT Completed
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TX_CURR_TB_tto	17	Recent Active TB TX
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	129	Actively on TPT
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TX_CURTot	890	TX_CURR
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TPT_candidates	197	TPT Candidates
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TPT_ineligible	17	TPT Ineligible
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TX_CURR_TPT_Com	7	TPT Completed
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TX_CURR_TB_tto	3	Recent Active TB TX
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	0	Actively on TPT
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TX_CURTot	159	TX_CURR
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TPT_candidates	149	TPT Candidates
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TPT_ineligible	3	TPT Ineligible
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TX_CURR_TPT_Com	266	TPT Completed
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TX_CURR_TB_tto	17	Recent Active TB TX
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	108	Actively on TPT
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TX_CURTot	831	TX_CURR
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TPT_candidates	439	TPT Candidates
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TPT_ineligible	18	TPT Ineligible
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TX_CURR_TPT_Com	45	TPT Completed
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TX_CURR_TB_tto	18	Recent Active TB TX
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	6	Recent Pos TB Screen
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	74	Actively on TPT
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TX_CURTot	506	TX_CURR
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TPT_candidates	363	TPT Candidates
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TPT_ineligible	24	TPT Ineligible
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TX_CURR_TPT_Com	295	TPT Completed
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TX_CURR_TB_tto	16	Recent Active TB TX
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	2	Recent Pos TB Screen
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	327	Actively on TPT
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TX_CURTot	918	TX_CURR
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TPT_candidates	278	TPT Candidates
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TPT_ineligible	18	TPT Ineligible
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TX_CURR_TPT_Com	172	TPT Completed
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TX_CURR_TB_tto	22	Recent Active TB TX
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	2	Recent Pos TB Screen
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	113	Actively on TPT
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TX_CURTot	699	TX_CURR
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TPT_candidates	390	TPT Candidates
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TPT_ineligible	24	TPT Ineligible
ARIEL	Cabo Delgado	Montepuez	Montepuez CSURB	qJsVouyMqE8	1021015	ER_P3	2021-03-20	TX_CURR_TPT_Com	709	TPT Completed
ARIEL	Cabo Delgado	Montepuez	Montepuez CSURB	qJsVouyMqE8	1021015	ER_P3	2021-03-20	TX_CURR_TB_tto	9	Recent Active TB TX
ARIEL	Cabo Delgado	Montepuez	Montepuez CSURB	qJsVouyMqE8	1021015	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	2	Recent Pos TB Screen
ARIEL	Cabo Delgado	Montepuez	Montepuez CSURB	qJsVouyMqE8	1021015	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	648	Actively on TPT
ARIEL	Cabo Delgado	Montepuez	Montepuez CSURB	qJsVouyMqE8	1021015	ER_P3	2021-03-20	TX_CURTot	2607	TX_CURR
ARIEL	Cabo Delgado	Montepuez	Montepuez CSURB	qJsVouyMqE8	1021015	ER_P3	2021-03-20	TPT_candidates	1239	TPT Candidates
ARIEL	Cabo Delgado	Montepuez	Montepuez CSURB	qJsVouyMqE8	1021015	ER_P3	2021-03-20	TPT_ineligible	11	TPT Ineligible
ARIEL	Cabo Delgado	Montepuez	Montepuez HR	J9JOpPQB23Y	1021001	ER_P2	2021-03-20	TX_CURR_TPT_Com	500	TPT Completed
ARIEL	Cabo Delgado	Montepuez	Montepuez HR	J9JOpPQB23Y	1021001	ER_P2	2021-03-20	TX_CURR_TB_tto	156	Recent Active TB TX
ARIEL	Cabo Delgado	Montepuez	Montepuez HR	J9JOpPQB23Y	1021001	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen
ARIEL	Cabo Delgado	Montepuez	Montepuez HR	J9JOpPQB23Y	1021001	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	410	Actively on TPT
ARIEL	Cabo Delgado	Montepuez	Montepuez HR	J9JOpPQB23Y	1021001	ER_P2	2021-03-20	TX_CURTot	2659	TX_CURR
ARIEL	Cabo Delgado	Montepuez	Montepuez HR	J9JOpPQB23Y	1021001	ER_P2	2021-03-20	TPT_candidates	1593	TPT Candidates
ARIEL	Cabo Delgado	Montepuez	Montepuez HR	J9JOpPQB23Y	1021001	ER_P2	2021-03-20	TPT_ineligible	156	TPT Ineligible
ARIEL	Cabo Delgado	Montepuez	Namanhumbire PS	VLuN2iZ9oZp	1021011	ER_P2	2021-03-20	TX_CURR_TPT_Com	570	TPT Completed
ARIEL	Cabo Delgado	Montepuez	Namanhumbire PS	VLuN2iZ9oZp	1021011	ER_P2	2021-03-20	TX_CURR_TB_tto	12	Recent Active TB TX
ARIEL	Cabo Delgado	Montepuez	Namanhumbire PS	VLuN2iZ9oZp	1021011	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen
ARIEL	Cabo Delgado	Montepuez	Namanhumbire PS	VLuN2iZ9oZp	1021011	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	284	Actively on TPT
ARIEL	Cabo Delgado	Montepuez	Namanhumbire PS	VLuN2iZ9oZp	1021011	ER_P2	2021-03-20	TX_CURTot	1347	TX_CURR
ARIEL	Cabo Delgado	Montepuez	Namanhumbire PS	VLuN2iZ9oZp	1021011	ER_P2	2021-03-20	TPT_candidates	481	TPT Candidates
ARIEL	Cabo Delgado	Montepuez	Namanhumbire PS	VLuN2iZ9oZp	1021011	ER_P2	2021-03-20	TPT_ineligible	12	TPT Ineligible
ARIEL	Cabo Delgado	Montepuez	Niuhula CS	YdWxRCaQR2D	1021016	ER_P3	2021-03-20	TX_CURR_TPT_Com	218	TPT Completed
ARIEL	Cabo Delgado	Montepuez	Niuhula CS	YdWxRCaQR2D	1021016	ER_P3	2021-03-20	TX_CURR_TB_tto	23	Recent Active TB TX
ARIEL	Cabo Delgado	Montepuez	Niuhula CS	YdWxRCaQR2D	1021016	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen
ARIEL	Cabo Delgado	Montepuez	Niuhula CS	YdWxRCaQR2D	1021016	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	148	Actively on TPT
ARIEL	Cabo Delgado	Montepuez	Niuhula CS	YdWxRCaQR2D	1021016	ER_P3	2021-03-20	TX_CURTot	822	TX_CURR
ARIEL	Cabo Delgado	Montepuez	Niuhula CS	YdWxRCaQR2D	1021016	ER_P3	2021-03-20	TPT_candidates	433	TPT Candidates
ARIEL	Cabo Delgado	Montepuez	Niuhula CS	YdWxRCaQR2D	1021016	ER_P3	2021-03-20	TPT_ineligible	23	TPT Ineligible
ARIEL	Cabo Delgado	Mueda	Mbuo CS III	oNfV9ntBJ9u	1021113	ER_P2	2021-03-20	TX_CURR_TPT_Com	384	TPT Completed
ARIEL	Cabo Delgado	Mueda	Mbuo CS III	oNfV9ntBJ9u	1021113	ER_P2	2021-03-20	TX_CURR_TB_tto	1	Recent Active TB TX
ARIEL	Cabo Delgado	Mueda	Mbuo CS III	oNfV9ntBJ9u	1021113	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	2	Recent Pos TB Screen
ARIEL	Cabo Delgado	Mueda	Mbuo CS III	oNfV9ntBJ9u	1021113	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	42	Actively on TPT
ARIEL	Cabo Delgado	Mueda	Mbuo CS III	oNfV9ntBJ9u	1021113	ER_P2	2021-03-20	TX_CURTot	957	TX_CURR
ARIEL	Cabo Delgado	Mueda	Mbuo CS III	oNfV9ntBJ9u	1021113	ER_P2	2021-03-20	TPT_candidates	528	TPT Candidates
ARIEL	Cabo Delgado	Mueda	Mbuo CS III	oNfV9ntBJ9u	1021113	ER_P2	2021-03-20	TPT_ineligible	3	TPT Ineligible
ARIEL	Cabo Delgado	Mueda	M'Peme CS III	RW617O0UjQJ	1021108	ER_P2	2021-03-20	TX_CURR_TPT_Com	193	TPT Completed
ARIEL	Cabo Delgado	Mueda	M'Peme CS III	RW617O0UjQJ	1021108	ER_P2	2021-03-20	TX_CURR_TB_tto	4	Recent Active TB TX
ARIEL	Cabo Delgado	Mueda	M'Peme CS III	RW617O0UjQJ	1021108	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	2	Recent Pos TB Screen
ARIEL	Cabo Delgado	Mueda	M'Peme CS III	RW617O0UjQJ	1021108	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	91	Actively on TPT
ARIEL	Cabo Delgado	Mueda	M'Peme CS III	RW617O0UjQJ	1021108	ER_P2	2021-03-20	TX_CURTot	1331	TX_CURR
ARIEL	Cabo Delgado	Mueda	M'Peme CS III	RW617O0UjQJ	1021108	ER_P2	2021-03-20	TPT_candidates	1041	TPT Candidates
ARIEL	Cabo Delgado	Mueda	M'Peme CS III	RW617O0UjQJ	1021108	ER_P2	2021-03-20	TPT_ineligible	6	TPT Ineligible
ARIEL	Cabo Delgado	Mueda	Mueda CS I	ElmgbenqYn7	1021106	ER_P2	2021-03-20	TX_CURR_TPT_Com	423	TPT Completed
ARIEL	Cabo Delgado	Mueda	Mueda CS I	ElmgbenqYn7	1021106	ER_P2	2021-03-20	TX_CURR_TB_tto	70	Recent Active TB TX
ARIEL	Cabo Delgado	Mueda	Mueda CS I	ElmgbenqYn7	1021106	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	34	Recent Pos TB Screen
ARIEL	Cabo Delgado	Mueda	Mueda CS I	ElmgbenqYn7	1021106	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	449	Actively on TPT
ARIEL	Cabo Delgado	Mueda	Mueda CS I	ElmgbenqYn7	1021106	ER_P2	2021-03-20	TX_CURTot	5920	TX_CURR
ARIEL	Cabo Delgado	Mueda	Mueda CS I	ElmgbenqYn7	1021106	ER_P2	2021-03-20	TPT_candidates	4944	TPT Candidates
