Partner	Province	District	Health Facility	DATIM_code	SISMA_code	Type	Period	attribute	value	indicator	Lat	Long	emr	epts	idart	disa	em_wave	conflict	corridor	ovc	ycm	pmtct_pda
ARIEL	Cabo Delgado	Chiure	Chiúre-Velho CS II	tMpwPcDzIfU	1020407	ER_P3	2021-03-20	TPT_candidates	378	TPT Candidates	-13.37291	39.96772	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Chiúre-Velho CS II	tMpwPcDzIfU	1020407	ER_P3	2021-03-20	TPT_ineligible	14	TPT Ineligible	-13.37291	39.96772	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TX_CURR_TPT_Com	331	TPT Completed	-13.34927	39.73702	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TX_CURR_TB_tto	9	Recent Active TB TX	-13.34927	39.73702	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen	-13.34927	39.73702	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	120	Actively on TPT	-13.34927	39.73702	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TX_CURTot	801	TX_CURR	-13.34927	39.73702	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TPT_candidates	341	TPT Candidates	-13.34927	39.73702	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Nacoto CS	GSWPAgMxhy2	1020415	ER_P2	2021-03-20	TPT_ineligible	9	TPT Ineligible	-13.34927	39.73702	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TX_CURR_TPT_Com	111	TPT Completed	-13.74553	39.35679	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TX_CURR_TB_tto	7	Recent Active TB TX	-13.74553	39.35679	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen	-13.74553	39.35679	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	99	Actively on TPT	-13.74553	39.35679	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TX_CURTot	374	TX_CURR	-13.74553	39.35679	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TPT_candidates	157	TPT Candidates	-13.74553	39.35679	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Namugelia CS	FPkj0JvlmyK	1020413	ER_P3	2021-03-20	TPT_ineligible	7	TPT Ineligible	-13.74553	39.35679	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TX_CURR_TPT_Com	323	TPT Completed	-13.6464	39.79339	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TX_CURR_TB_tto	75	Recent Active TB TX	-13.6464	39.79339	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	8	Recent Pos TB Screen	-13.6464	39.79339	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	278	Actively on TPT	-13.6464	39.79339	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TX_CURTot	1786	TX_CURR	-13.6464	39.79339	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TPT_candidates	1102	TPT Candidates	-13.6464	39.79339	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Ocúa CS III	hoSu28MRYPv	1020411	ER_P2	2021-03-20	TPT_ineligible	83	TPT Ineligible	-13.6464	39.79339	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TX_CURR_TPT_Com	547	TPT Completed	-13.64996	39.64656	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TX_CURR_TB_tto	17	Recent Active TB TX	-13.64996	39.64656	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen	-13.64996	39.64656	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	129	Actively on TPT	-13.64996	39.64656	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TX_CURTot	890	TX_CURR	-13.64996	39.64656	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TPT_candidates	197	TPT Candidates	-13.64996	39.64656	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Chiure	Samora Machel CS (Cabo Delgado, Chiure)	E6KoR8hXk7P	1020404	ER_P2	2021-03-20	TPT_ineligible	17	TPT Ineligible	-13.64996	39.64656	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TX_CURR_TPT_Com	7	TPT Completed	-12.24609	40.1258	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TX_CURR_TB_tto	3	Recent Active TB TX	-12.24609	40.1258	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen	-12.24609	40.1258	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	0	Actively on TPT	-12.24609	40.1258	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TX_CURTot	159	TX_CURR	-12.24609	40.1258	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TPT_candidates	149	TPT Candidates	-12.24609	40.1258	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Macomia	Macomia CS I	nIhIdZmXLXS	1020612	ER_P2	2021-03-20	TPT_ineligible	3	TPT Ineligible	-12.24609	40.1258	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TX_CURR_TPT_Com	266	TPT Completed	-13.29088	40.55563	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TX_CURR_TB_tto	17	Recent Active TB TX	-13.29088	40.55563	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen	-13.29088	40.55563	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	108	Actively on TPT	-13.29088	40.55563	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TX_CURTot	831	TX_CURR	-13.29088	40.55563	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TPT_candidates	439	TPT Candidates	-13.29088	40.55563	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Mecufi	Mecufi CS II	QRaKmOedEZx	1020706	ER_P2	2021-03-20	TPT_ineligible	18	TPT Ineligible	-13.29088	40.55563	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TX_CURR_TPT_Com	45	TPT Completed	-12.54067	39.64109	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TX_CURR_TB_tto	18	Recent Active TB TX	-12.54067	39.64109	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	6	Recent Pos TB Screen	-12.54067	39.64109	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	74	Actively on TPT	-12.54067	39.64109	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TX_CURTot	506	TX_CURR	-12.54067	39.64109	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TPT_candidates	363	TPT Candidates	-12.54067	39.64109	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Meluco	Meluco CS II	MA3CYGbUEaG	1020809	ER_P3	2021-03-20	TPT_ineligible	24	TPT Ineligible	-12.54067	39.64109	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TX_CURR_TPT_Com	295	TPT Completed	-12.99502	40.38819	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TX_CURR_TB_tto	16	Recent Active TB TX	-12.99502	40.38819	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	2	Recent Pos TB Screen	-12.99502	40.38819	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	327	Actively on TPT	-12.99502	40.38819	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TX_CURTot	918	TX_CURR	-12.99502	40.38819	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TPT_candidates	278	TPT Candidates	-12.99502	40.38819	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Metuge CS II	iL8UKqtpf9G	1021601	ER_P3	2021-03-20	TPT_ineligible	18	TPT Ineligible	-12.99502	40.38819	1	1	0	1	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TX_CURR_TPT_Com	172	TPT Completed	-13.1074	40.45367	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TX_CURR_TB_tto	22	Recent Active TB TX	-13.1074	40.45367	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	2	Recent Pos TB Screen	-13.1074	40.45367	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	113	Actively on TPT	-13.1074	40.45367	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TX_CURTot	699	TX_CURR	-13.1074	40.45367	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TPT_candidates	390	TPT Candidates	-13.1074	40.45367	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Metuge	Mieze CS III	DQaEryfraV6	1021609	ER_P2	2021-03-20	TPT_ineligible	24	TPT Ineligible	-13.1074	40.45367	1	1	0	0	0	0	0	0	0	0
ARIEL	Cabo Delgado	Montepuez	Montepuez CSURB	qJsVouyMqE8	1021015	ER_P3	2021-03-20	TX_CURR_TPT_Com	709	TPT Completed	-13.128	38.99889	1	1	0	0	0	0	0	1	0	0
